what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1304692187958
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1304692187959
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1304692187974
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1304692188012
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1304692188028
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1304692188041
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1304692188055
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1304692188067
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1304692188076
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1304692188085
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1304692188098
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1304692188107
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1304692188117
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1304692188133
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1304692188149
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1304692188159
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1304692188166
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1304692188177
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1304692188185
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1304692188199
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1304692188214
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1304692188220
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1304692188231
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1304692188261
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1304692188294
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1304692188306
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1304692188318
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1304692188319
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1304692188329
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1304692188342
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1304692188342
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1304692188358
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1304692188373
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1304692188382
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1304692188395
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1304692188396
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1304692188402
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1304692188418
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1304692188418
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1304692188429
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1304692188440
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1304692188454
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1304692188469
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1304692188475
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1304692188488
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1304692188505
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1304692188526
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1304692188542
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1304692188570
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1304692188591
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1304692188610
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1304692188611
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1304692188611
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1304692188630
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1304692188633
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1304692188675
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1304692188737
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1304692188760
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1304692188774
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1304692188790
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1304692188811
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1304692188825
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1304692188844
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1304692188859
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1304692188872
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1304692188889
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1304692188932
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1304692188940
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1304692188963
os,sysinfo,,,"macosx",1304692188967
arch,sysinfo,,,"x86",1304692188967
ws,sysinfo,,,"cocoa",1304692188967
locale,sysinfo,,,"en_US",1304692188967
processors,sysinfo,,,"2",1304692188967
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1304692188967
java.runtime.version,sysinfo,,,"1.6.0_24-b07-334-10M3326",1304692188967
java.specification.name,sysinfo,,,"Java Platform API Specification",1304692188967
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1304692188967
java.specification.version,sysinfo,,,"1.6",1304692188967
java.vendor,sysinfo,,,"Apple Inc.",1304692188967
java.version,sysinfo,,,"1.6.0_24",1304692188967
java.vm.info,sysinfo,,,"mixed mode",1304692188967
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1304692188967
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1304692188967
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1304692188967
java.vm.specification.version,sysinfo,,,"1.0",1304692188967
java.vm.vendor,sysinfo,,,"Apple Inc.",1304692188967
java.vm.version,sysinfo,,,"19.1-b02-334",1304692188967
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692189533
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1304692192005
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1304692192028
closed,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1304692192047
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692203784
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692205722
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692208620
started,bundle,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms",1304692212037
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1304692212146
started,bundle,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.adt",1304692212146
started,bundle,com.android.ide.eclipse.traceview,10.0.1.v201103111512-110841,"com.android.ide.eclipse.traceview",1304692212147
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1304692212534
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1304692212563
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692224141
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1304692224169
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692230736
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692232737
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692235062
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692259125
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692264832
error,log,,,"Failed to load properties file for project 'CityProwler'",1304692292286
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1304692292350
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1304692292398
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1304692293341
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692293466
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1304692293580
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692295570
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692297329
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692298738
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692304275
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692308191
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692309919
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692312311
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692312864
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692313682
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692314395
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1304692315563
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1304692315620
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1304692315837
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1304692316612
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692318523
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692348926
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692350528
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692663630
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692665263
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692966443
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304692971224
error,log,,,"Failed to load properties file for project 'HelloGTUGERs'",1304693006779
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304693007758
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1304693007987
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304693008962
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304693015123
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304693016303
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304693033563
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304693034534
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304693055776
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304693057143
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304693662014
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304693666676
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304694258824
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1304694267689
started,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1304694275907
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1304694276500
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1304694277455
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1304694277671
started,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1304694277815
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1304694279684
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1304694279757
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1304694280197
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1304694280289
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1304694280986
opened,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1304694281625
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1304694282173
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1304694283017
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304694295391
started,bundle,org.eclipse.draw2d,3.6.2.v20110128-0100,"org.eclipse.draw2d",1304694300180
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304694316293
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1304694316322
started,bundle,com.palm.pdt.core,2.0.0.201011241508,"com.palm.pdt.core",1304694317751
started,bundle,com.palm.pdt.debug.ui,2.0.0.201011241508,"com.palm.pdt.debug.ui",1304694317781
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1304694318091
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1304694318253
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1304694318557
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1304694318785
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304694358578
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304694360115
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1304694360161
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304694370896
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304694372187
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304694376652
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304694379932
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1304694380050
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304694381036
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304694389895
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304694390811
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1304694395197
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304694421759
